advertiser_id,advertiser_name,id,title,description,link,image_link,additional_image_link,mobile_link,virtual_model_link,aw_deep_link,aw_mobile_link,google_product_category,product_type,gtin,mpn,brand,identifier_exists,availability,availability_date,expiration_date,price,sale_price,sale_price_effective_date,unit_pricing_measure,unit_pricing_base_measure,installment,subscription_cost,loyalty_program,condition,adult,multipack,is_bundle,energy_efficiency_class,min_energy_efficiency_class,max_energy_efficiency_class,age_group,color,gender,material,pattern,size,size_type,size_system,item_group_id,product_weight,product_height,product_width,product_length,product_detail,product_highlight,certification,lifestyle_image_link,shipping,shipping_weight,shipping_height,shipping_width,shipping_length,min_handling_time,gender_added,category_added,price_parse,currency_parse
119487,S/W/F,40249927860272,V Neck Ruffle Dress - XS / Ivory,"DESCRIPTION Leave tradition behind in this risqu piece suited to rehearsal dinner, ceremony or reception. Lustrous raw silk drapes the female form in a fanciful icon both bold and bohemian. A plunging neckline that carries a shower of ruffled pleats with raw edges that hang elegantly from the shoulder line. A modest train for beautiful movement as you make the entrance you deserve. Color: Ivory DETAILS & CARE INSTRUCTIONS 50% Silk 50% Linen Gentle cold hand wash separately Do not bleach Dry flat in shade Do not tumble dry Dry clean professionally SIZE & FIT INFORMATION S/W/F BRIDAL has been created to offer precious, made to order pieces. We do not accept custom measurements. The concept was developed with the idea to have this item altered to fit by your preferred tailor All sizing is standard Click here for more sizing information SHIPPING & RETURNS Orders will be shipped via an express courier service, please allow 5-7 business days. We want you to love your purchase! While we dont offer refunds, were happy to provide exchanges or store credit for items that havent been worn within 7 days of receiving your order. There is a $20 restocking fee for exchanges, which helps cover the cost of handling returned items. Please note that sale items are final and cant be returned or exchanged. For more details about shipping, please click here.",https://swfboutique.com/products/v-neck-ruffle-dress-ivory,https://cdn.shopify.com/s/files/1/1409/9422/products/16_5cf3553e-782f-47eb-af0f-7be2292975af.jpg?v=1756889743,,,,https://www.awin1.com/cread.php?awinmid=119487&awinaffid=2771700&ued=https%3A%2F%2Fswfboutique.com%2Fproducts%2Fv-neck-ruffle-dress-ivory,,,,,SWF.003.-XS,S/W/F,1,in_stock,,,2059.00 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Dresses,2059,USD
119487,S/W/F,40249927893040,V Neck Ruffle Dress - S / Ivory,"DESCRIPTION Leave tradition behind in this risqu piece suited to rehearsal dinner, ceremony or reception. Lustrous raw silk drapes the female form in a fanciful icon both bold and bohemian. A plunging neckline that carries a shower of ruffled pleats with raw edges that hang elegantly from the shoulder line. A modest train for beautiful movement as you make the entrance you deserve. Color: Ivory DETAILS & CARE INSTRUCTIONS 50% Silk 50% Linen Gentle cold hand wash separately Do not bleach Dry flat in shade Do not tumble dry Dry clean professionally SIZE & FIT INFORMATION S/W/F BRIDAL has been created to offer precious, made to order pieces. We do not accept custom measurements. The concept was developed with the idea to have this item altered to fit by your preferred tailor All sizing is standard Click here for more sizing information SHIPPING & RETURNS Orders will be shipped via an express courier service, please allow 5-7 business days. We want you to love your purchase! While we dont offer refunds, were happy to provide exchanges or store credit for items that havent been worn within 7 days of receiving your order. There is a $20 restocking fee for exchanges, which helps cover the cost of handling returned items. Please note that sale items are final and cant be returned or exchanged. For more details about shipping, please click here.",https://swfboutique.com/products/v-neck-ruffle-dress-ivory,https://cdn.shopify.com/s/files/1/1409/9422/products/16_5cf3553e-782f-47eb-af0f-7be2292975af.jpg?v=1756889743,,,,https://www.awin1.com/cread.php?awinmid=119487&awinaffid=2771700&ued=https%3A%2F%2Fswfboutique.com%2Fproducts%2Fv-neck-ruffle-dress-ivory,,,,,SWF.003.-S,S/W/F,1,in_stock,,,2059.00 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Dresses,2059,USD
119487,S/W/F,40249927925808,V Neck Ruffle Dress - M / Ivory,"DESCRIPTION Leave tradition behind in this risqu piece suited to rehearsal dinner, ceremony or reception. Lustrous raw silk drapes the female form in a fanciful icon both bold and bohemian. A plunging neckline that carries a shower of ruffled pleats with raw edges that hang elegantly from the shoulder line. A modest train for beautiful movement as you make the entrance you deserve. Color: Ivory DETAILS & CARE INSTRUCTIONS 50% Silk 50% Linen Gentle cold hand wash separately Do not bleach Dry flat in shade Do not tumble dry Dry clean professionally SIZE & FIT INFORMATION S/W/F BRIDAL has been created to offer precious, made to order pieces. We do not accept custom measurements. The concept was developed with the idea to have this item altered to fit by your preferred tailor All sizing is standard Click here for more sizing information SHIPPING & RETURNS Orders will be shipped via an express courier service, please allow 5-7 business days. We want you to love your purchase! While we dont offer refunds, were happy to provide exchanges or store credit for items that havent been worn within 7 days of receiving your order. There is a $20 restocking fee for exchanges, which helps cover the cost of handling returned items. Please note that sale items are final and cant be returned or exchanged. For more details about shipping, please click here.",https://swfboutique.com/products/v-neck-ruffle-dress-ivory,https://cdn.shopify.com/s/files/1/1409/9422/products/16_5cf3553e-782f-47eb-af0f-7be2292975af.jpg?v=1756889743,,,,https://www.awin1.com/cread.php?awinmid=119487&awinaffid=2771700&ued=https%3A%2F%2Fswfboutique.com%2Fproducts%2Fv-neck-ruffle-dress-ivory,,,,,SWF.003.-M,S/W/F,1,in_stock,,,2059.00 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Dresses,2059,USD
119487,S/W/F,40249927958576,V Neck Ruffle Dress - L / Ivory,"DESCRIPTION Leave tradition behind in this risqu piece suited to rehearsal dinner, ceremony or reception. Lustrous raw silk drapes the female form in a fanciful icon both bold and bohemian. A plunging neckline that carries a shower of ruffled pleats with raw edges that hang elegantly from the shoulder line. A modest train for beautiful movement as you make the entrance you deserve. Color: Ivory DETAILS & CARE INSTRUCTIONS 50% Silk 50% Linen Gentle cold hand wash separately Do not bleach Dry flat in shade Do not tumble dry Dry clean professionally SIZE & FIT INFORMATION S/W/F BRIDAL has been created to offer precious, made to order pieces. We do not accept custom measurements. The concept was developed with the idea to have this item altered to fit by your preferred tailor All sizing is standard Click here for more sizing information SHIPPING & RETURNS Orders will be shipped via an express courier service, please allow 5-7 business days. We want you to love your purchase! While we dont offer refunds, were happy to provide exchanges or store credit for items that havent been worn within 7 days of receiving your order. There is a $20 restocking fee for exchanges, which helps cover the cost of handling returned items. Please note that sale items are final and cant be returned or exchanged. For more details about shipping, please click here.",https://swfboutique.com/products/v-neck-ruffle-dress-ivory,https://cdn.shopify.com/s/files/1/1409/9422/products/16_5cf3553e-782f-47eb-af0f-7be2292975af.jpg?v=1756889743,,,,https://www.awin1.com/cread.php?awinmid=119487&awinaffid=2771700&ued=https%3A%2F%2Fswfboutique.com%2Fproducts%2Fv-neck-ruffle-dress-ivory,,,,,SWF.003.-L,S/W/F,1,in_stock,,,2059.00 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Dresses,2059,USD
119487,S/W/F,44564447920411,V Neck Ruffle Dress - XL / Ivory,"DESCRIPTION Leave tradition behind in this risqu piece suited to rehearsal dinner, ceremony or reception. Lustrous raw silk drapes the female form in a fanciful icon both bold and bohemian. A plunging neckline that carries a shower of ruffled pleats with raw edges that hang elegantly from the shoulder line. A modest train for beautiful movement as you make the entrance you deserve. Color: Ivory DETAILS & CARE INSTRUCTIONS 50% Silk 50% Linen Gentle cold hand wash separately Do not bleach Dry flat in shade Do not tumble dry Dry clean professionally SIZE & FIT INFORMATION S/W/F BRIDAL has been created to offer precious, made to order pieces. We do not accept custom measurements. The concept was developed with the idea to have this item altered to fit by your preferred tailor All sizing is standard Click here for more sizing information SHIPPING & RETURNS Orders will be shipped via an express courier service, please allow 5-7 business days. We want you to love your purchase! While we dont offer refunds, were happy to provide exchanges or store credit for items that havent been worn within 7 days of receiving your order. There is a $20 restocking fee for exchanges, which helps cover the cost of handling returned items. Please note that sale items are final and cant be returned or exchanged. For more details about shipping, please click here.",https://swfboutique.com/products/v-neck-ruffle-dress-ivory,https://cdn.shopify.com/s/files/1/1409/9422/products/16_5cf3553e-782f-47eb-af0f-7be2292975af.jpg?v=1756889743,,,,https://www.awin1.com/cread.php?awinmid=119487&awinaffid=2771700&ued=https%3A%2F%2Fswfboutique.com%2Fproducts%2Fv-neck-ruffle-dress-ivory,,,,,SWF.003.-XL,S/W/F,1,in_stock,,,2059.00 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Dresses,2059,USD
119487,S/W/F,49413444960539,"Plunge Dress - XS / First Impressions, Ivory","DESCRIPTION Slink through the afternoon and into the night in our cult maxi style. The First Impressions Ivory Plunge Dress features kimono-style sleeving and a form-defining fall with leg slits either side. Suited to poolside and late-night dancing, this is the perfect suitcase style. Looks particularly chic underpinned with contrasting black undergarments. Briefs and bralette not included. Color: First Impressions, Ivory DETAILS & CARE INSTRUCTIONS 100% Nylon Gentle cold hand wash separately Do not bleach Dry flat in shade Do not tumble dry Dry clean professionally SIZE & FIT INFORMATION Fit is true to size Click here for more sizing information SHIPPING & RETURNS Orders will be shipped via an express courier service, please allow 5-7 business days. We want you to love your purchase! While we dont offer refunds, were happy to provide exchanges or store credit for items that havent been worn within 7 days of receiving your order. There is a $20 restocking fee for exchanges, which helps cover the cost of handling returned items. Please note that sale items are final and cant be returned or exchanged. For more details about shipping, please click here.",https://swfboutique.com/products/plunge-dress-first-impressions-ivory,https://cdn.shopify.com/s/files/1/1409/9422/files/SWFR1081_FIRST-IMPRESSIONS__IVORY_1_4b975d05-e188-4c59-a633-177212b0b081.jpg?v=1738340505,,,,https://www.awin1.com/cread.php?awinmid=119487&awinaffid=2771700&ued=https%3A%2F%2Fswfboutique.com%2Fproducts%2Fplunge-dress-first-impressions-ivory,,,,,SWFR1081-XS,S/W/F,1,in_stock,,,409.00 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Dresses,409,USD
119487,S/W/F,49413444993307,"Plunge Dress - S / First Impressions, Ivory","DESCRIPTION Slink through the afternoon and into the night in our cult maxi style. The First Impressions Ivory Plunge Dress features kimono-style sleeving and a form-defining fall with leg slits either side. Suited to poolside and late-night dancing, this is the perfect suitcase style. Looks particularly chic underpinned with contrasting black undergarments. Briefs and bralette not included. Color: First Impressions, Ivory DETAILS & CARE INSTRUCTIONS 100% Nylon Gentle cold hand wash separately Do not bleach Dry flat in shade Do not tumble dry Dry clean professionally SIZE & FIT INFORMATION Fit is true to size Click here for more sizing information SHIPPING & RETURNS Orders will be shipped via an express courier service, please allow 5-7 business days. We want you to love your purchase! While we dont offer refunds, were happy to provide exchanges or store credit for items that havent been worn within 7 days of receiving your order. There is a $20 restocking fee for exchanges, which helps cover the cost of handling returned items. Please note that sale items are final and cant be returned or exchanged. For more details about shipping, please click here.",https://swfboutique.com/products/plunge-dress-first-impressions-ivory,https://cdn.shopify.com/s/files/1/1409/9422/files/SWFR1081_FIRST-IMPRESSIONS__IVORY_1_4b975d05-e188-4c59-a633-177212b0b081.jpg?v=1738340505,,,,https://www.awin1.com/cread.php?awinmid=119487&awinaffid=2771700&ued=https%3A%2F%2Fswfboutique.com%2Fproducts%2Fplunge-dress-first-impressions-ivory,,,,,SWFR1081-S,S/W/F,1,in_stock,,,409.00 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Dresses,409,USD
119487,S/W/F,49413445026075,"Plunge Dress - M / First Impressions, Ivory","DESCRIPTION Slink through the afternoon and into the night in our cult maxi style. The First Impressions Ivory Plunge Dress features kimono-style sleeving and a form-defining fall with leg slits either side. Suited to poolside and late-night dancing, this is the perfect suitcase style. Looks particularly chic underpinned with contrasting black undergarments. Briefs and bralette not included. Color: First Impressions, Ivory DETAILS & CARE INSTRUCTIONS 100% Nylon Gentle cold hand wash separately Do not bleach Dry flat in shade Do not tumble dry Dry clean professionally SIZE & FIT INFORMATION Fit is true to size Click here for more sizing information SHIPPING & RETURNS Orders will be shipped via an express courier service, please allow 5-7 business days. We want you to love your purchase! While we dont offer refunds, were happy to provide exchanges or store credit for items that havent been worn within 7 days of receiving your order. There is a $20 restocking fee for exchanges, which helps cover the cost of handling returned items. Please note that sale items are final and cant be returned or exchanged. For more details about shipping, please click here.",https://swfboutique.com/products/plunge-dress-first-impressions-ivory,https://cdn.shopify.com/s/files/1/1409/9422/files/SWFR1081_FIRST-IMPRESSIONS__IVORY_1_4b975d05-e188-4c59-a633-177212b0b081.jpg?v=1738340505,,,,https://www.awin1.com/cread.php?awinmid=119487&awinaffid=2771700&ued=https%3A%2F%2Fswfboutique.com%2Fproducts%2Fplunge-dress-first-impressions-ivory,,,,,SWFR1081-M,S/W/F,1,in_stock,,,409.00 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Dresses,409,USD
119487,S/W/F,49413445058843,"Plunge Dress - L / First Impressions, Ivory","DESCRIPTION Slink through the afternoon and into the night in our cult maxi style. The First Impressions Ivory Plunge Dress features kimono-style sleeving and a form-defining fall with leg slits either side. Suited to poolside and late-night dancing, this is the perfect suitcase style. Looks particularly chic underpinned with contrasting black undergarments. Briefs and bralette not included. Color: First Impressions, Ivory DETAILS & CARE INSTRUCTIONS 100% Nylon Gentle cold hand wash separately Do not bleach Dry flat in shade Do not tumble dry Dry clean professionally SIZE & FIT INFORMATION Fit is true to size Click here for more sizing information SHIPPING & RETURNS Orders will be shipped via an express courier service, please allow 5-7 business days. We want you to love your purchase! While we dont offer refunds, were happy to provide exchanges or store credit for items that havent been worn within 7 days of receiving your order. There is a $20 restocking fee for exchanges, which helps cover the cost of handling returned items. Please note that sale items are final and cant be returned or exchanged. For more details about shipping, please click here.",https://swfboutique.com/products/plunge-dress-first-impressions-ivory,https://cdn.shopify.com/s/files/1/1409/9422/files/SWFR1081_FIRST-IMPRESSIONS__IVORY_1_4b975d05-e188-4c59-a633-177212b0b081.jpg?v=1738340505,,,,https://www.awin1.com/cread.php?awinmid=119487&awinaffid=2771700&ued=https%3A%2F%2Fswfboutique.com%2Fproducts%2Fplunge-dress-first-impressions-ivory,,,,,SWFR1081-L,S/W/F,1,in_stock,,,409.00 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Dresses,409,USD
119487,S/W/F,49413445091611,"Plunge Dress - XL / First Impressions, Ivory","DESCRIPTION Slink through the afternoon and into the night in our cult maxi style. The First Impressions Ivory Plunge Dress features kimono-style sleeving and a form-defining fall with leg slits either side. Suited to poolside and late-night dancing, this is the perfect suitcase style. Looks particularly chic underpinned with contrasting black undergarments. Briefs and bralette not included. Color: First Impressions, Ivory DETAILS & CARE INSTRUCTIONS 100% Nylon Gentle cold hand wash separately Do not bleach Dry flat in shade Do not tumble dry Dry clean professionally SIZE & FIT INFORMATION Fit is true to size Click here for more sizing information SHIPPING & RETURNS Orders will be shipped via an express courier service, please allow 5-7 business days. We want you to love your purchase! While we dont offer refunds, were happy to provide exchanges or store credit for items that havent been worn within 7 days of receiving your order. There is a $20 restocking fee for exchanges, which helps cover the cost of handling returned items. Please note that sale items are final and cant be returned or exchanged. For more details about shipping, please click here.",https://swfboutique.com/products/plunge-dress-first-impressions-ivory,https://cdn.shopify.com/s/files/1/1409/9422/files/SWFR1081_FIRST-IMPRESSIONS__IVORY_1_4b975d05-e188-4c59-a633-177212b0b081.jpg?v=1738340505,,,,https://www.awin1.com/cread.php?awinmid=119487&awinaffid=2771700&ued=https%3A%2F%2Fswfboutique.com%2Fproducts%2Fplunge-dress-first-impressions-ivory,,,,,SWFR1081-XL,S/W/F,1,in_stock,,,409.00 USD,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Womens,Dresses,409,USD
